time,steer,accel,brake,gear,speedX,speedY,speedZ,trackPos,angle,rpm,damage,wheelSpin_0,wheelSpin_1,wheelSpin_2,wheelSpin_3,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
0.022,0.0000,0.4500,0.0000,2,-0.01,-0.00,0.00,0.3334,0.0082,5235.99,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.042,0.0000,0.6975,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,5303.22,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.062,0.0000,0.8336,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,5409.19,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.081,0.0000,0.9085,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,5539.06,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.099,0.0000,0.9497,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,5684.4,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.124,0.0000,0.9723,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,5840.98,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.143,0.0000,0.9848,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,6006.14,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.161,0.0000,0.9916,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,6178.76,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.180,0.0000,0.9954,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,6358.11,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.199,0.0000,0.9975,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,6543.73,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.224,0.0000,0.9986,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,6735.65,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.242,0.0000,0.9992,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,6934.1,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.261,0.0000,0.9996,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,7138.89,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.280,0.0000,0.9998,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,7350.45,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.299,0.0000,0.9999,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,7568.77,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.324,0.0000,0.9999,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,7794.07,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.343,0.0000,0.9999,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,8026.58,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.361,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,8266.53,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.380,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,8514.15,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.399,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,8769.68,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.424,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,9033.39,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.442,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,9305.54,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.461,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,9585.18,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.481,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,9865.82,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.500,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,10146.5,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.524,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,10427.1,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.543,0.0000,1.0000,0.0000,2,-0.01,-0.00,0.00,0.3334,0.0082,10707.8,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.562,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,10988.4,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.580,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,11269.0,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.600,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,11549.7,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.624,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,11830.3,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.643,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,12110.9,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.661,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,12391.6,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.681,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,12672.3,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.699,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,12953.8,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.724,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,13236.5,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.742,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,13520.3,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.762,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,13805.2,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.780,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,14091.2,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.800,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,14378.4,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.824,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,14666.7,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.843,0.0000,1.0000,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,14956.1,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.862,0.0000,0.9650,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,15246.7,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.880,0.0000,0.7362,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,15526.0,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.899,0.0000,0.4615,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,15724.6,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.924,0.0000,0.2538,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,15824.8,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.943,0.0000,0.1396,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,15850.6,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
0.961,0.0000,0.0768,0.0000,1,-0.01,-0.00,0.00,0.3334,0.0082,15835.4,0.0,0.00,0.00,0.00,0.00,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
1.000,0.0000,0.0719,0.0000,1,-0.02,0.01,0.00,0.3335,0.0087,15760.4,0.0,0.80,-0.81,1.05,-1.08,5.70582,12.646,22.5471,139.767,90.6271,77.1409,71.4869,67.1886,64.4275,61.8889,59.547,57.3803,54.6054,51.7547,47.163,40.0057,31.0007,22.7402,11.2174
1.024,0.0000,0.4896,0.0000,1,-0.03,-0.00,0.00,0.3335,0.0087,5245.61,0.0,-0.54,0.59,-1.05,0.44,5.70581,12.6462,22.5487,139.753,90.6212,77.1367,71.4834,67.1855,64.4247,61.8864,59.5448,57.3782,54.6035,51.7529,47.1616,40.0047,31.0,22.7398,11.2173
1.043,0.0000,0.7192,0.0000,1,-0.04,-0.01,-0.00,0.3335,0.0089,5260.48,0.0,0.85,-0.73,0.47,-1.02,5.7067,12.6521,22.5766,139.54,90.5322,77.0726,71.4285,67.1374,64.3804,61.8455,59.5071,57.3431,54.572,51.7246,47.1383,39.9869,30.9873,22.7322,11.2156
1.062,0.0000,0.8456,0.0000,2,-0.15,-0.00,-0.00,0.3334,0.0089,5235.99,0.0,-1.10,0.68,0.96,0.96,5.70717,12.655,22.5894,139.443,90.4918,77.0436,71.4036,67.1154,64.3601,61.8268,59.4899,57.3272,54.5576,51.7119,47.1277,39.9788,30.9815,22.7286,11.2148
